accepted,M2_GeV2,s0_mix_GeV2,mc_GeV,ms_GeV,ss_GeV3,m0_sq_GeV2,theta_deg,theta_matrix_deg,Pi12_normalized,s01_GeV2,s02_GeV2,m_eff1_GeV,m_eff2_GeV,f1_GeV,f2_GeV,pole_fraction1,pole_fraction2,d5_fraction1,d5_fraction2
1,2.4817454708768794,9.716469183450858,1.2387853284000392,0.08525725164290748,-0.007651401181961069,0.6543768685963016,27.017063121722398,30.6463777936367,0.1711184517883933,8.675,9.8,2.4595839022156474,2.5344650878280874,0.4612202395095288,0.1718061275545354,0.6327848113800654,0.6535754038918439,0.0070238665822267374,0.041497512265711294
1,2.013695992137021,10.598979763762037,1.265331413315478,0.07052064686366007,-0.009076876797478763,0.4784980194587086,27.732972888545003,30.51700320295742,0.13702552860921557,8.675,10.275,2.4592020357981372,2.535519642424725,0.45317071787495855,0.1653470524746812,0.7555210328621214,0.802616886912063,0.009082390566964721,0.06526272509281839
1,2.6867641821626154,10.683039999642926,1.2360215523137963,0.09035262616257497,-0.011481347881594653,0.7284086311226806,26.09078511355033,29.21523457110186,0.1407441104888065,8.1,9.55,2.4586156968088537,2.5353912674739933,0.4267684263102381,0.17047137978847557,0.5281847352250687,0.5935551395470509,0.01176640061425275,0.058377083839688294
1,2.152030723714849,9.14746196056259,1.2805233464563703,0.08600753800526584,-0.011231754529294929,0.682509044049017,26.436303456851338,31.227513115352146,0.22285531680406692,7.85,10.15,2.459842467254156,2.5353563111000565,0.3963688808185273,0.16429755105316327,0.6333143733353177,0.7699945495019332,0.017495071532675828,0.09445880341760082
1,2.251525510528367,9.80584073312917,1.289487943464327,0.09321408849528974,-0.009968553628572241,0.7540030046756296,26.858360272587188,31.303921513555153,0.20546837817464125,7.975,10.05,2.4586548774114916,2.5358348331622076,0.39575560165372503,0.16217543774187895,0.6144743896068803,0.7309867274843489,0.015436250363650244,0.08337741046636936
1,2.514726848329634,10.385154258745228,1.2710895806236004,0.07651597741045908,-0.01106077895281177,1.0759451588973172,26.140468236815927,29.98806127176076,0.17737316041213813,7.975,10.1,2.458690570732195,2.5359091540000014,0.4116634144123448,0.16988158265789782,0.552529842848572,0.6722345804868917,0.019470558318506512,0.09400320928790838
1,2.2677956086663094,9.493496066771055,1.2929412617683047,0.08313920799451169,-0.01201088106712869,0.9665069195293156,26.6168741089936,30.971604764933097,0.19916799449206896,7.55,10.375,2.459408382158214,2.5349965533679137,0.37467382902085816,0.16539815396202545,0.5668324523020237,0.7496358886676775,0.026345523199010363,0.12136908496873769
1,2.1471010353563638,10.638616931585503,1.2987679303418491,0.09586139602076882,-0.006255627244443111,0.9416692266649411,27.360617080618805,31.890169194986967,0.21112784139026136,8.65,10.6,2.4591111137779804,2.53573084611587,0.4242144564747176,0.16557228961919404,0.7044356890421755,0.7891314367496027,0.011206543314559921,0.07025420189754726
1,2.157206236110208,9.356158082577318,1.2663484291844738,0.09934625753544586,-0.01053078336645805,0.998538889148162,26.105656915736493,31.26505203064886,0.22473087809139775,7.925,10.925,2.4601584907529226,2.535163710517396,0.39891238840420934,0.17752293759899856,0.6393379367525521,0.820474648146598,0.023931019017278093,0.11147548394705042
0,2.155500195198494,10.885971046922894,1.2958305417193319,0.09558369772685188,-0.012749054599324027,1.0358086163075824,27.095553437601737,30.259531696757517,0.13743290717686954,6.975,10.9,2.459549898491284,2.535526785321025,0.3342971595536051,0.16865008763499884,0.5295216961886777,0.8072599998550047,0.04044499899444418,0.15071104169675478
1,2.290272340872986,10.853920824915328,1.258698612781029,0.0844607654855946,-0.013793273428286679,0.6990218758419349,26.80257184804747,29.254107729872818,0.11147206421227626,7.55,9.875,2.4596733436244227,2.5343028648681454,0.388229823299666,0.16594963593202028,0.5699163211028657,0.7114408378781267,0.021410486773106707,0.10172090134565101
1,2.1319064018906695,10.013313998880712,1.2844486997404547,0.1086999610824792,-0.008993811019216657,0.6957263412046018,27.799244677715663,31.624690306324833,0.17318195943004622,8.1,10.225,2.4587793127176023,2.5350303847016877,0.3969890747942899,0.16363527900695168,0.6596104549319637,0.7686749839097051,0.014029393914015526,0.07896646375602005
1,2.2289502549579576,10.732938256733263,1.2539692938477542,0.10672116613265417,-0.01050042872331619,0.9111297535458334,26.963986578452115,30.283553812607792,0.1437562838548858,8.0,10.525,2.4598832979445064,2.5356143524800023,0.40458460898401377,0.17619696503243903,0.6291158864852282,0.7738976096669313,0.020289463148532624,0.09582715053286749
1,2.0550169492409776,10.182553295663551,1.2450233131387134,0.090100246911906,-0.00802353510982255,0.6721106131575276,26.837624318268,30.918966060561036,0.1882815419639103,8.85,10.825,2.4597687247582734,2.535225242876895,0.4582194622937302,0.17869178499345859,0.7571578871697303,0.8352086442141388,0.010848885801775803,0.06664287726991347
1,2.451425869503595,9.580266401929492,1.2739698477847572,0.10401405762340345,-0.012788896711102506,0.7336587704749983,26.9056122760395,30.722847051745102,0.17052735089268642,7.5,9.6,2.45855941250671,2.5344538439205424,0.367627246321422,0.16079054211279517,0.5134840276525409,0.6451698294902796,0.019528833458054368,0.08702262680951317
1,2.436872007648325,9.237607954315328,1.2480228657959218,0.09499639574475194,-0.011205222387536146,0.6339504467708065,26.789366064351498,30.73463304422169,0.1809722506848774,8.075,9.675,2.4588226677678384,2.535425950541354,0.41762004270043496,0.16745636602113806,0.5844816035761047,0.6592196685941349,0.012231928143169521,0.06366036249631171
1,2.2918949879541417,9.118342113328165,1.288556901350955,0.07334482744556944,-0.010264239795173062,0.7410654604563026,25.296160703736454,31.365515327157613,0.2883644904484433,8.1,10.0,2.4596310162738235,2.534747683145095,0.41228678859475854,0.16399933377642956,0.6180850647119087,0.7322945628075644,0.014194406036937605,0.0789031815046308
1,2.580385743118652,9.202474903404944,1.2677499208752854,0.10398705020339266,-0.008842734283617181,0.5911014372249593,25.718782947636242,31.605221893626023,0.2674320864656928,8.225,9.5,2.4598345870510667,2.535572655790622,0.41287370934775625,0.16391039669703716,0.5545460134455727,0.6190981036055262,0.00790480820975452,0.04132623990403559
1,2.0376333175528463,10.252752533978988,1.2737542307433596,0.09826669148959616,-0.008828785671212185,1.0550377715403307,27.06021212022032,31.330761953581888,0.18861709647474464,8.25,11.55,2.458905279639742,2.5356081669223944,0.41387279137273264,0.17809314351404384,0.7047571407330239,0.869579011845012,0.021659567819118805,0.11431188119970465
1,2.2076643038533947,10.280231708575744,1.2763245405570494,0.09859553519872527,-0.012984019421197973,0.745033948039327,26.18030277704112,30.222201842871293,0.17826692964342913,7.325,10.05,2.460236542712574,2.534756096842304,0.3606421752867029,0.1652796916577599,0.5589183089363319,0.7528933232416881,0.02528126748428338,0.10996134039634778
